Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA,FAMILIA
9458,494,494,4,EQ-4,ROSE,SITE,ENTREGA TOTAL,7899866829909,CADERNO ORGANIZADOR PRAIA PAUTADO & PONTADO 17X24 SOL,30,25/06/2025,2025-26,6,2025,2025-06,Caderno organizador,60,PRAIA
9459,344,344,4,EQ-5,ELIANE,ATACADO,ENTREGA TOTAL,7899866830080,AGENDA PLANNER WIRE-O 2026 BOSSA NOVA SEMANAL ANOTACOES A5 BOEMIA CARAMELO,640,25/06/2025,2025-26,6,2025,2025-06,Wire-o com fita,1280,BOSSA NOVA
9460,516,516,6,EQ-5,ELIANE,LOJA,ENTREGA TOTAL,7899866830080,AGENDA PLANNER WIRE-O 2026 BOSSA NOVA SEMANAL ANOTACOES A5 BOEMIA CARAMELO,60,25/06/2025,2025-26,6,2025,2025-06,Wire-o com fita,120,BOSSA NOVA
9461,516,516,6,EQ-5,ELIANE,SITE,ENTREGA TOTAL,7899866830080,AGENDA PLANNER WIRE-O 2026 BOSSA NOVA SEMANAL ANOTACOES A5 BOEMIA CARAMELO,120,25/06/2025,2025-26,6,2025,2025-06,Wire-o com fita,240,BOSSA NOVA
9462,512,512,2,EQ-6,CAIO,ATACADO,ENTREGA TOTAL,7899866830875,"CALENDARIO DE MESA 9,5X13 CICEROS 2026 KRAFT",2500,25/06/2025,2025-26,6,2025,2025-06,Calendário com capa,3750,KRAFT
9463,513,513,3,EQ-6,CAIO,LOJA,ENTREGA TOTAL,7899866830875,"CALENDARIO DE MESA 9,5X13 CICEROS 2026 KRAFT",80,25/06/2025,2025-26,6,2025,2025-06,Calendário com capa,120,KRAFT
9464,513,513,3,EQ-6,CAIO,SITE,ENTREGA TOTAL,7899866830875,"CALENDARIO DE MESA 9,5X13 CICEROS 2026 KRAFT",190,25/06/2025,2025-26,6,2025,2025-06,Calendário com capa,285,KRAFT
9465,498,498,8,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,7899866830110,CALENDARIO DE PAREDE A3 CICEROS 2026 BOSSA NOVA,1350,26/06/2025,2025-26,6,2025,2025-06,Calendário,1013,BOSSA NOVA
9466,500,500,0,EQ-9,MARGO,LOJA,ENTREGA TOTAL,7899866830110,CALENDARIO DE PAREDE A3 CICEROS 2026 BOSSA NOVA,80,26/06/2025,2025-26,6,2025,2025-06,Calendário,60,BOSSA NOVA
9467,500,500,0,EQ-9,MARGO,SITE,ENTREGA TOTAL,7899866830110,CALENDARIO DE PAREDE A3 CICEROS 2026 BOSSA NOVA,110,26/06/2025,2025-26,6,2025,2025-06,Calendário,83,BOSSA NOVA
9468,523,523,3,EQ-10,FLAVIA,ATACADO,ENTREGA TOTAL,7899866829398,PLANNER PERMANENTE WIRE-O LIBELULAS SEMANAL NOTAS A5 AZUL,600,26/06/2025,2025-26,6,2025,2025-06,Wire-o sem fita,720,LIBÉLULAS
9469,524,524,4,EQ-10,FLAVIA,LOJA,ENTREGA TOTAL,7899866829398,PLANNER PERMANENTE WIRE-O LIBELULAS SEMANAL NOTAS A5 AZUL,20,26/06/2025,2025-26,6,2025,2025-06,Wire-o sem fita,24,LIBÉLULAS
9470,524,524,4,EQ-10,FLAVIA,SITE,ENTREGA TOTAL,7899866829398,PLANNER PERMANENTE WIRE-O LIBELULAS SEMANAL NOTAS A5 AZUL,30,26/06/2025,2025-26,6,2025,2025-06,Wire-o sem fita,36,LIBÉLULAS
9471,321,321,1,EQ-5,ELIANE,ATACADO,ENTREGA TOTAL,7899866829251,AGENDA PLANNER CICEROS 2026 LIBELULAS SEMANAL 9X13 PRETO,560,26/06/2025,2025-26,6,2025,2025-06,Brochura,560,LIBÉLULAS
9472,412,412,2,EQ-5,ELIANE,LOJA,ENTREGA TOTAL,7899866829251,AGENDA PLANNER CICEROS 2026 LIBELULAS SEMANAL 9X13 PRETO,30,26/06/2025,2025-26,6,2025,2025-06,Brochura,30,LIBÉLULAS
9473,412,412,2,EQ-5,ELIANE,SITE,ENTREGA TOTAL,7899866829251,AGENDA PLANNER CICEROS 2026 LIBELULAS SEMANAL 9X13 PRETO,70,26/06/2025,2025-26,6,2025,2025-06,Brochura,70,LIBÉLULAS
9474,604,604,4,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,7899866830998,CADERNETA CICEROS ORIGENS SEM PAUTA 14X21 AQUA AZUL,710,12/07/2025,2025-28,7,2025,2025-07,Brochura,710,ORIGENS
9475,605,605,5,EQ-9,MARGO,LOJA,ENTREGA TOTAL,7899866830998,CADERNETA CICEROS ORIGENS SEM PAUTA 14X21 AQUA AZUL,40,12/07/2025,2025-28,7,2025,2025-07,Brochura,40,ORIGENS
9476,605,605,5,EQ-9,MARGO,SITE,ENTREGA TOTAL,7899866830998,CADERNETA CICEROS ORIGENS SEM PAUTA 14X21 AQUA AZUL,40,12/07/2025,2025-28,7,2025,2025-07,Brochura,40,ORIGENS
9477,487,487,7,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866831193,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 ROSA ORQUIDEA,400,27/06/2025,2025-26,6,2025,2025-06,Wire-o sem fita,480,CLÁSSICA
9478,488,488,8,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866831193,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 ROSA ORQUIDEA,10,27/06/2025,2025-26,6,2025,2025-06,Wire-o sem fita,12,CLÁSSICA
9479,488,488,8,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866831193,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 ROSA ORQUIDEA,40,27/06/2025,2025-26,6,2025,2025-06,Wire-o sem fita,48,CLÁSSICA
9480,489,489,9,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866829909,CADERNO ORGANIZADOR PRAIA PAUTADO & PONTADO 17X24 SOL,400,27/06/2025,2025-26,6,2025,2025-06,Caderno organizador,800,PRAIA
9481,490,490,0,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866829909,CADERNO ORGANIZADOR PRAIA PAUTADO & PONTADO 17X24 SOL,10,27/06/2025,2025-26,6,2025,2025-06,Caderno organizador,20,PRAIA
9482,490,490,0,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866829909,CADERNO ORGANIZADOR PRAIA PAUTADO & PONTADO 17X24 SOL,20,27/06/2025,2025-26,6,2025,2025-06,Caderno organizador,40,PRAIA
9483,491,491,1,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,7899866829961,CADERNETA CICEROS PRAIA SEM PAUTA 9X13 CACHORROS,490,27/06/2025,2025-26,6,2025,2025-06,Brochura,490,PRAIA
9484,492,492,2,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,7899866829961,CADERNETA CICEROS PRAIA SEM PAUTA 9X13 CACHORROS,30,27/06/2025,2025-26,6,2025,2025-06,Brochura,30,PRAIA
9485,492,492,2,EQ-2,REGIANE,SITE,ENTREGA TOTAL,7899866829961,CADERNETA CICEROS PRAIA SEM PAUTA 9X13 CACHORROS,30,27/06/2025,2025-26,6,2025,2025-06,Brochura,30,PRAIA
9486,510,510,0,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,7561,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 PRETA 160 FLS,200,27/06/2025,2025-26,6,2025,2025-06,Wire-o Simples,200,CLÁSSICA
9487,509,509,9,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,3457,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 VERMELHO QUENTE,200,27/06/2025,2025-26,6,2025,2025-06,Brochura,200,CLÁSSICA
9488,508,508,8,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,6779,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 VERDE OLIVA,300,27/06/2025,2025-26,6,2025,2025-06,Brochura,300,CLÁSSICA
9489,495,495,5,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,7899866830165,CADERNO CRIATIVO ARGOLADO OFFICE DUO BOSSA NOVA PAUTADO & PONTADO A5 BOEMIA CARAMELO,490,27/06/2025,2025-26,6,2025,2025-06,Argolados,735,BOSSA NOVA
9490,496,496,6,EQ-4,ROSE,LOJA,ENTREGA TOTAL,7899866830165,CADERNO CRIATIVO ARGOLADO OFFICE DUO BOSSA NOVA PAUTADO & PONTADO A5 BOEMIA CARAMELO,30,27/06/2025,2025-26,6,2025,2025-06,Argolados,45,BOSSA NOVA
9491,496,496,6,EQ-4,ROSE,SITE,ENTREGA TOTAL,7899866830165,CADERNO CRIATIVO ARGOLADO OFFICE DUO BOSSA NOVA PAUTADO & PONTADO A5 BOEMIA CARAMELO,60,27/06/2025,2025-26,6,2025,2025-06,Argolados,90,BOSSA NOVA
9492,343,343,3,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,7899866830073,AGENDA PLANNER WIRE-O 2026 BOSSA NOVA DIARIA A5 BOEMIA CARAMELO,960,27/06/2025,2025-26,6,2025,2025-06,Wire-o com fita,1920,BOSSA NOVA
9493,521,521,1,EQ-9,MARGO,LOJA,ENTREGA TOTAL,7899866830073,AGENDA PLANNER WIRE-O 2026 BOSSA NOVA DIARIA A5 BOEMIA CARAMELO,90,27/06/2025,2025-26,6,2025,2025-06,Wire-o com fita,180,BOSSA NOVA
9494,521,521,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,7899866830073,AGENDA PLANNER WIRE-O 2026 BOSSA NOVA DIARIA A5 BOEMIA CARAMELO,60,27/06/2025,2025-26,6,2025,2025-06,Wire-o com fita,120,BOSSA NOVA
9495,346,346,6,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866830097,"AGENDA PLANNER WIRE-O 2026 BOSSA NOVA SEMANAL OFFICE 15,5X9 BOEMIA CARAMELO",1040,30/06/2025,2025-27,6,2025,2025-06,Wire-o com fita,2080,BOSSA NOVA
9496,497,497,7,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866830097,"AGENDA PLANNER WIRE-O 2026 BOSSA NOVA SEMANAL OFFICE 15,5X9 BOEMIA CARAMELO",40,30/06/2025,2025-27,6,2025,2025-06,Wire-o com fita,80,BOSSA NOVA
9497,497,497,7,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866830097,"AGENDA PLANNER WIRE-O 2026 BOSSA NOVA SEMANAL OFFICE 15,5X9 BOEMIA CARAMELO",70,30/06/2025,2025-27,6,2025,2025-06,Wire-o com fita,140,BOSSA NOVA
9498,543,543,3,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,7899866830127,PLANNER PERMANENTE WIRE-O BOSSA NOVA FINANCEIRO A5 BOEMIA CARAMELO,400,30/06/2025,2025-27,6,2025,2025-06,Wire-o com fita,800,BOSSA NOVA
9499,543,543,3,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,7899866830127,PLANNER PERMANENTE WIRE-O BOSSA NOVA FINANCEIRO A5 BOEMIA CARAMELO,10,30/06/2025,2025-27,6,2025,2025-06,Wire-o com fita,20,BOSSA NOVA
9500,543,543,3,EQ-2,REGIANE,SITE,ENTREGA TOTAL,7899866830127,PLANNER PERMANENTE WIRE-O BOSSA NOVA FINANCEIRO A5 BOEMIA CARAMELO,30,30/06/2025,2025-27,6,2025,2025-06,Wire-o com fita,60,BOSSA NOVA
9501,526,526,6,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,7899866829374,PLANNER PERMANENTE CADERNETA CICEROS LIBELULAS 14X21 OFF WHITE,400,30/06/2025,2025-27,6,2025,2025-06,Brochura,400,LIBÉLULAS
9502,527,527,7,EQ-4,ROSE,LOJA,ENTREGA TOTAL,7899866829374,PLANNER PERMANENTE CADERNETA CICEROS LIBELULAS 14X21 OFF WHITE,10,30/06/2025,2025-27,6,2025,2025-06,Brochura,10,LIBÉLULAS
9503,527,527,7,EQ-4,ROSE,SITE,ENTREGA TOTAL,7899866829374,PLANNER PERMANENTE CADERNETA CICEROS LIBELULAS 14X21 OFF WHITE,20,30/06/2025,2025-27,6,2025,2025-06,Brochura,20,LIBÉLULAS
9504,550,550,0,EQ-10,FLAVIA,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,50,30/06/2025,2025-27,7,2025,2025-07,Brochura,50,
9505,328,328,8,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866830455,AGENDA PLANNER CICEROS 2026 DOCE FLORADA DIARIA 14X21 AZUL,640,01/07/2025,2025-27,7,2025,2025-07,Brochura,640,DOCE FLORADA
9506,419,419,9,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866830455,AGENDA PLANNER CICEROS 2026 DOCE FLORADA DIARIA 14X21 AZUL,40,01/07/2025,2025-27,7,2025,2025-07,Brochura,40,DOCE FLORADA
9507,419,419,9,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866830455,AGENDA PLANNER CICEROS 2026 DOCE FLORADA DIARIA 14X21 AZUL,90,01/07/2025,2025-27,7,2025,2025-07,Brochura,90,DOCE FLORADA
9508,555,555,5,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866829923,CALENDARIO DE MESA 13X15 CICEROS 2026 PRAIA,2200,03/07/2025,2025-27,7,2025,2025-07,Calendário,1650,PRAIA
9509,556,556,6,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866829923,CALENDARIO DE MESA 13X15 CICEROS 2026 PRAIA,50,03/07/2025,2025-27,7,2025,2025-07,Calendário,38,PRAIA
9510,556,556,6,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866829923,CALENDARIO DE MESA 13X15 CICEROS 2026 PRAIA,190,03/07/2025,2025-27,7,2025,2025-07,Calendário,143,PRAIA
9511,371,371,1,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866830547,"AGENDA PLANNER WIRE-O 2026 DOCE FLORADA SEMANAL OFFICE 15,5X9 AZUL",880,08/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,1760,DOCE FLORADA
9512,560,560,0,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866830547,"AGENDA PLANNER WIRE-O 2026 DOCE FLORADA SEMANAL OFFICE 15,5X9 AZUL",40,08/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,80,DOCE FLORADA
9513,560,560,0,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866830547,"AGENDA PLANNER WIRE-O 2026 DOCE FLORADA SEMANAL OFFICE 15,5X9 AZUL",80,08/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,160,DOCE FLORADA
9514,337,337,7,EQ-1,RAYANE,ATACADO,ENTREGA TOTAL,7899866830981,"AGENDA PLANNER WIRE-O 2026 ORIGENS SEMANAL OFFICE 15,5X9 AQUA TRACO",960,08/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,1920,ORIGENS
9515,428,428,8,EQ-1,RAYANE,LOJA,ENTREGA TOTAL,7899866830981,"AGENDA PLANNER WIRE-O 2026 ORIGENS SEMANAL OFFICE 15,5X9 AQUA TRACO",40,08/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,80,ORIGENS
9516,428,428,8,EQ-1,RAYANE,SITE,ENTREGA TOTAL,7899866830981,"AGENDA PLANNER WIRE-O 2026 ORIGENS SEMANAL OFFICE 15,5X9 AQUA TRACO",60,08/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,120,ORIGENS
9517,614,614,4,EQ-2,REGIANE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,270,15/07/2025,2025-29,7,2025,2025-07,Brochura,270,
9518,615,615,5,EQ-2,REGIANE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,60,08/07/2025,2025-28,7,2025,2025-07,Brochura,60,
9519,617,617,7,EQ-2,REGIANE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,50,08/07/2025,2025-28,7,2025,2025-07,Brochura,50,
9520,561,561,1,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,783,Planner Permanente Wire-o Doce Florada Semanal Notas A5 Azul,700,11/07/2025,2025-28,7,2025,2025-07,Wire-o sem fita,840,DOCE FLORADA
9521,561,561,1,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,783,Planner Permanente Wire-o Doce Florada Semanal Notas A5 Azul,30,11/07/2025,2025-28,7,2025,2025-07,Wire-o sem fita,36,DOCE FLORADA
9522,561,561,1,EQ-2,REGIANE,SITE,ENTREGA TOTAL,783,Planner Permanente Wire-o Doce Florada Semanal Notas A5 Azul,50,11/07/2025,2025-28,7,2025,2025-07,Wire-o sem fita,60,DOCE FLORADA
9523,595,595,5,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,7899866829947,PLANNER PERMANENTE WIRE-O PRAIA FINANCEIRO A5 BARRACA,420,02/07/2025,2025-27,7,2025,2025-07,Wire-o com fita,840,PRAIA
9524,596,596,6,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,7899866829947,PLANNER PERMANENTE WIRE-O PRAIA FINANCEIRO A5 BARRACA,20,02/07/2025,2025-27,7,2025,2025-07,Wire-o com fita,40,PRAIA
9525,596,596,6,EQ-2,REGIANE,SITE,ENTREGA TOTAL,7899866829947,PLANNER PERMANENTE WIRE-O PRAIA FINANCEIRO A5 BARRACA,30,02/07/2025,2025-27,7,2025,2025-07,Wire-o com fita,60,PRAIA
9526,586,586,6,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,7899866831155,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 AZUL CELESTE,380,04/07/2025,2025-27,7,2025,2025-07,Brochura,380,CLÁSSICA
9527,587,587,7,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,7899866831155,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 AZUL CELESTE,20,04/07/2025,2025-27,7,2025,2025-07,Brochura,20,CLÁSSICA
9528,587,587,7,EQ-2,REGIANE,SITE,ENTREGA TOTAL,7899866831155,CADERNETA CICEROS CLÁSSICA SEM PAUTA 9X13 AZUL CELESTE,10,04/07/2025,2025-27,7,2025,2025-07,Brochura,10,CLÁSSICA
9529,588,588,8,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,7899866831131,CADERNETA CICEROS CLÁSSICA PASTEL PONTADO 14X21 AZUL CELESTE,330,04/07/2025,2025-27,7,2025,2025-07,Brochura,330,CLÁSSICA
9530,589,589,9,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,7899866831131,CADERNETA CICEROS CLÁSSICA PASTEL PONTADO 14X21 AZUL CELESTE,10,04/07/2025,2025-27,7,2025,2025-07,Brochura,10,CLÁSSICA
9531,589,589,9,EQ-2,REGIANE,SITE,ENTREGA TOTAL,7899866831131,CADERNETA CICEROS CLÁSSICA PASTEL PONTADO 14X21 AZUL CELESTE,30,04/07/2025,2025-27,7,2025,2025-07,Brochura,30,CLÁSSICA
9532,269,269,9,EQ-2,REGIANE,ATACADO,ENTREGA TOTAL,7899866828926,AGENDA PLANNER ARGOLADO 2026 JARDIM SEMANAL NOTAS A5 PRETO,520,10/07/2025,2025-28,7,2025,2025-07,Argolados,780,JARDIM
9533,380,380,0,EQ-2,REGIANE,LOJA,ENTREGA TOTAL,7899866828926,AGENDA PLANNER ARGOLADO 2026 JARDIM SEMANAL NOTAS A5 PRETO,30,10/07/2025,2025-28,7,2025,2025-07,Argolados,45,JARDIM
9534,380,380,0,EQ-2,REGIANE,SITE,ENTREGA TOTAL,7899866828926,AGENDA PLANNER ARGOLADO 2026 JARDIM SEMANAL NOTAS A5 PRETO,70,10/07/2025,2025-28,7,2025,2025-07,Argolados,105,JARDIM
9535,535,535,5,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,7899866831100,PLANNER PERMANENTE WIRE-O ORIGENS SEMANAL NOTAS A5 AQUA OFF WHITE,850,02/07/2025,2025-27,7,2025,2025-07,Wire-o sem fita,1020,ORIGENS
9536,535,535,5,EQ-3,RENATA S.,LOJA,ENTREGA TOTAL,7899866831100,PLANNER PERMANENTE WIRE-O ORIGENS SEMANAL NOTAS A5 AQUA OFF WHITE,40,02/07/2025,2025-27,7,2025,2025-07,Wire-o sem fita,48,ORIGENS
9537,535,535,5,EQ-3,RENATA S.,SITE,ENTREGA TOTAL,7899866831100,PLANNER PERMANENTE WIRE-O ORIGENS SEMANAL NOTAS A5 AQUA OFF WHITE,90,02/07/2025,2025-27,7,2025,2025-07,Wire-o sem fita,108,ORIGENS
9538,335,335,5,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,7899866830967,AGENDA PLANNER WIRE-O 2026 ORIGENS SEMANAL ANOTACOES A5 AQUA AZUL,560,01/07/2025,2025-27,7,2025,2025-07,Wire-o com fita,1120,ORIGENS
9539,426,426,6,EQ-3,RENATA S.,LOJA,ENTREGA TOTAL,7899866830967,AGENDA PLANNER WIRE-O 2026 ORIGENS SEMANAL ANOTACOES A5 AQUA AZUL,50,01/07/2025,2025-27,7,2025,2025-07,Wire-o com fita,100,ORIGENS
9540,426,426,6,EQ-3,RENATA S.,SITE,ENTREGA TOTAL,7899866830967,AGENDA PLANNER WIRE-O 2026 ORIGENS SEMANAL ANOTACOES A5 AQUA AZUL,140,01/07/2025,2025-27,7,2025,2025-07,Wire-o com fita,280,ORIGENS
9541,569,569,9,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,7899866829930,PLANNER PERMANENTE CADERNETA CICEROS PRAIA 14X21 CACHORROS,450,03/07/2025,2025-27,7,2025,2025-07,Brochura,450,PRAIA
9542,570,570,0,EQ-3,RENATA S.,LOJA,ENTREGA TOTAL,7899866829930,PLANNER PERMANENTE CADERNETA CICEROS PRAIA 14X21 CACHORROS,20,03/07/2025,2025-27,7,2025,2025-07,Brochura,20,PRAIA
9543,570,570,0,EQ-3,RENATA S.,SITE,ENTREGA TOTAL,7899866829930,PLANNER PERMANENTE CADERNETA CICEROS PRAIA 14X21 CACHORROS,30,03/07/2025,2025-27,7,2025,2025-07,Brochura,30,PRAIA
9544,528,528,8,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,7899866829985,CADERNETA CICEROS PRAIA SEM PAUTA 9X13 ARPOADOR,380,04/07/2025,2025-27,7,2025,2025-07,Brochura,380,PRAIA
9545,529,529,9,EQ-3,RENATA S.,LOJA,ENTREGA TOTAL,7899866829985,CADERNETA CICEROS PRAIA SEM PAUTA 9X13 ARPOADOR,30,04/07/2025,2025-27,7,2025,2025-07,Brochura,30,PRAIA
9546,529,529,9,EQ-3,RENATA S.,SITE,ENTREGA TOTAL,7899866829985,CADERNETA CICEROS PRAIA SEM PAUTA 9X13 ARPOADOR,30,04/07/2025,2025-27,7,2025,2025-07,Brochura,30,PRAIA
9547,531,531,1,EQ-3,RENATA S.,ATACADO,ENTREGA TOTAL,7899866829183,PLANNER PERMANENTE WIRE-O JARDIM FINANCEIRO A5 VERDE,400,10/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,800,JARDIM
9548,531,531,1,EQ-3,RENATA S.,LOJA,ENTREGA TOTAL,7899866829183,PLANNER PERMANENTE WIRE-O JARDIM FINANCEIRO A5 VERDE,20,10/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,40,JARDIM
9549,531,531,1,EQ-3,RENATA S.,SITE,ENTREGA TOTAL,7899866829183,PLANNER PERMANENTE WIRE-O JARDIM FINANCEIRO A5 VERDE,40,10/07/2025,2025-28,7,2025,2025-07,Wire-o com fita,80,JARDIM
9550,283,283,3,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,7899866829756,AGENDA PLANNER ARGOLADO 2026 PRAIA SEMANAL NOTAS A5 BARRACA,400,01/07/2025,2025-27,7,2025,2025-07,Argolados,600,PRAIA
9551,387,387,7,EQ-4,ROSE,LOJA,ENTREGA TOTAL,7899866829756,AGENDA PLANNER ARGOLADO 2026 PRAIA SEMANAL NOTAS A5 BARRACA,20,01/07/2025,2025-27,7,2025,2025-07,Argolados,30,PRAIA
9552,387,387,7,EQ-4,ROSE,SITE,ENTREGA TOTAL,7899866829756,AGENDA PLANNER ARGOLADO 2026 PRAIA SEMANAL NOTAS A5 BARRACA,50,01/07/2025,2025-27,7,2025,2025-07,Argolados,75,PRAIA
9553,309,309,9,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,7899866830059,AGENDA PLANNER CICEROS 2026 BOSSA NOVA SEMANAL 14X21 BOEMIA CARAMELO,880,04/07/2025,2025-27,7,2025,2025-07,Brochura,880,BOSSA NOVA
9554,401,401,1,EQ-4,ROSE,LOJA,ENTREGA TOTAL,7899866830059,AGENDA PLANNER CICEROS 2026 BOSSA NOVA SEMANAL 14X21 BOEMIA CARAMELO,50,04/07/2025,2025-27,7,2025,2025-07,Brochura,50,BOSSA NOVA
9555,401,401,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,7899866830059,AGENDA PLANNER CICEROS 2026 BOSSA NOVA SEMANAL 14X21 BOEMIA CARAMELO,150,04/07/2025,2025-27,7,2025,2025-07,Brochura,150,BOSSA NOVA
9556,327,327,7,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,7899866829763,"AGENDA PLANNER CICEROS 2026 PRAIA SEMANAL PLANEJAMENTO 17X19,5 SOL",960,09/07/2025,2025-28,7,2025,2025-07,Brochura,960,PRAIA
9557,418,418,8,EQ-4,ROSE,LOJA,ENTREGA TOTAL,7899866829763,"AGENDA PLANNER CICEROS 2026 PRAIA SEMANAL PLANEJAMENTO 17X19,5 SOL",40,09/07/2025,2025-28,7,2025,2025-07,Brochura,40,PRAIA
9558,418,418,8,EQ-4,ROSE,SITE,ENTREGA TOTAL,7899866829763,"AGENDA PLANNER CICEROS 2026 PRAIA SEMANAL PLANEJAMENTO 17X19,5 SOL",70,09/07/2025,2025-28,7,2025,2025-07,Brochura,70,PRAIA
9559,597,597,7,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,7899866829855,CADERNO CRIATIVO ARGOLADO OFFICE DUO PRAIA PAUTADO & PONTADO A5 SOL,490,11/07/2025,2025-28,7,2025,2025-07,Argolados,735,PRAIA
