Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA
6657,,,,EQ-7,,,AGUARDANDO PCP,3013,CADERNETA MEU PEQUENO CICEROS ASTRAL PAUTADO 14X21 TOURO,"100,00",,1899-53,12,1899,12-1899,Revistas(Individuais),60
6658,,,,EQ-7,,,AGUARDANDO PCP,2986,CADERNETA MEU PEQUENO CICEROS ASTRAL PAUTADO 14X21 AQUÁRIO,"100,00",,1899-53,12,1899,12-1899,Revistas(Individuais),60
6659,,,,EQ-7,,,AGUARDANDO PCP,3068,CADERNETA MEU PEQUENO CICEROS ASTRAL SEM PAUTA 14X21 LIBRA,"100,00",,1899-53,12,1899,12-1899,Revistas(Individuais),60
6660,,,,EQ-7,,,AGUARDANDO PCP,3099,CADERNETA MEU PEQUENO CICEROS ASTRAL SEM PAUTA 14X21 CAPRICÓRNIO,"100,00",,1899-53,12,1899,12-1899,Revistas(Individuais),60
6661,15020-1,15020,1,EQ-7,,ATACADO,ENTREGA TOTAL,6939,CADERNETA MEU PEQUENO CICEROS ATELIÊ SEM PAUTA 14X21 OFF WHITE,"200,0",02/09/2024,2024-36,9,2024,9-2024,Revistas(Individuais),120
6662,15020-2,15020,2,EQ-7,,SITE,ENTREGA TOTAL,6939,CADERNETA MEU PEQUENO CICEROS ATELIÊ SEM PAUTA 14X21 OFF WHITE,"25,0",02/09/2024,2024-36,9,2024,9-2024,Revistas(Individuais),15
6663,15022-1,15022,1,EQ-7,,ATACADO,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,"100,0",05/09/2024,2024-36,9,2024,9-2024,Revistas(Individuais),60
6664,15023-1,15023,1,EQ-7,,SITE,ENTREGA TOTAL,7417,PLANNER PERMANENTE REVISTA PLANEJAMENTO ATELIÊ MENSAL 19X25 OFF WHITE,"15,0",18/09/2024,2024-38,9,2024,9-2024,Revistas(Individuais),9
6665,15024-1,15024,1,EQ-7,,SITE,ENTREGA TOTAL,7424,PLANNER PERMANENTE REVISTA PLANEJAMENTO BOSSA NOVA MENSAL 19X25 BOEMIA,"15,0",25/09/2024,2024-39,9,2024,9-2024,Revistas(Individuais),9
6666,15025-1,15025,1,EQ-7,,SITE,ENTREGA TOTAL,7431,PLANNER PERMANENTE REVISTA PLANEJAMENTO ATELIÊ MENSAL 19X25 PRETO,"15,0",25/09/2024,2024-39,9,2024,9-2024,Revistas(Individuais),9
6667,15026-1,15026,1,EQ-7,,ATACADO,ENTREGA TOTAL,6960,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 3 UNIDADES 14X21 MELISSA,"200,0",09/09/2024,2024-37,9,2024,9-2024,Kit de revistas,300
6668,15026-2,15026,2,EQ-7,,SITE,ENTREGA TOTAL,6960,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 3 UNIDADES 14X21 MELISSA,"35,0",09/09/2024,2024-37,9,2024,9-2024,Kit de revistas,"52,5"
6669,15039-1,15039,1,EQ-7,,ATACADO,ENTREGA TOTAL,3050,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 9X13 KFT,"100,0",05/09/2024,2024-36,9,2024,9-2024,Kit de revistas,150
6670,14834-1,14834,1,EQ-7,,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,"150,0",05/09/2024,2024-36,9,2024,9-2024,Kit de revistas,225
6671,14834-2,14834,2,EQ-7,,SITE,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,"60,0",05/09/2024,2024-36,9,2024,9-2024,Kit de revistas,90
6672,15077-1,15077,1,EQ-8,,ATACADO,ENTREGA TOTAL,7264,CALENDÁRIO DE MESA 13X15 CICEROS 2025 BOSSA NOVA,"400,0",21/08/2024,2024-34,8,2024,8-2024,Calendário,300
6673,15078-1,15078,1,EQ-8,,ATACADO,ENTREGA TOTAL,7318,CALENDARIO DE PAREDE A3 CICEROS 2025 ASTRAL,"300,0",27/08/2024,2024-35,8,2024,8-2024,Calendário,225
6674,15046-1,15046,1,EQ-6,,PERSONALIZADO,ENTREGA TOTAL,P17,CADERNO ORGANIZADOR 17x24$17x24$POLICROMIA,"80,0",22/08/2024,2024-34,8,2024,8-2024,Caderno organizador,160
6675,15091-1,15091,1,EQ-4,,ATACADO,ENTREGA TOTAL,6694,"AGENDA PLANNER WIRE-O 2025 BOSSA NOVA SEMANAL OFFICE 15,5X9 BOEMIA","302,0",26/08/2024,2024-35,8,2024,8-2024,Wire-o com fita,604
6676,15089-1,15089,1,EQ-4,,ATACADO,ENTREGA TOTAL,6519,"AGENDA PLANNER WIRE-O 2025 PÓLEN SEMANAL OFFICE 15,5X9 AROMAS AZUL","400,0",21/08/2024,2024-34,8,2024,8-2024,Wire-o com fita,800
6677,15088-1,15088,1,EQ-4,,ATACADO,ENTREGA TOTAL,6397,"AGENDA PLANNER WIRE-O 2025 ASTRAL SEMANAL OFFICE 15,5X9 ECLIPSE CARAMELO","304,0",22/08/2024,2024-34,8,2024,8-2024,Wire-o com fita,608
6678,15104-1,15104,1,EQ-4,,ATACADO,ENTREGA TOTAL,6625,"AGENDA PLANNER WIRE-O 2025 BOSSA NOVA SEMANAL OFFICE 15,5X9 PONTOS OFF WHITE","141,0",26/08/2024,2024-35,8,2024,8-2024,Wire-o com fita,282
6679,15073-1,15073,1,EQ-4,,ATACADO,ENTREGA TOTAL,6472,"AGENDA PLANNER WIRE-O 2025 ATELIÊ DIÁRIA 11,5X16 ROSA","300,0",28/08/2024,2024-35,8,2024,8-2024,Wire-o com fita,600
6680,15074-1,15074,1,EQ-4,,ATACADO,ENTREGA TOTAL,6632,"AGENDA PLANNER WIRE-O 2025 BOSSA NOVA DIÁRIA 11,5X16 PONTOS OFF WHITE","201,0",27/08/2024,2024-35,8,2024,8-2024,Wire-o com fita,402
6681,15072-1,15072,1,EQ-4,,ATACADO,ENTREGA TOTAL,6403,"AGENDA PLANNER WIRE-O 2025 CLÁSSICA DIÁRIA 11,5X16 VERDE OLIVA","280,0",05/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,560
6682,15084-1,15084,1,EQ-4,,ATACADO,ENTREGA TOTAL,6038,AGENDA PLANNER CICEROS 2025 CLÁSSICA SEMANAL 9X13 VERDE OLIVA,"300,0",05/09/2024,2024-36,9,2024,9-2024,Brochura,300
6683,15086-1,15086,1,EQ-4,,ATACADO,ENTREGA TOTAL,6274,AGENDA PLANNER CICEROS 2025 BOSSA NOVA SEMANAL 9X13 PONTOS AZUL,"250,0",30/08/2024,2024-35,8,2024,8-2024,Brochura,250
6684,15103-1,15103,1,EQ-4,,ATACADO,ENTREGA TOTAL,6120,AGENDA PLANNER CICEROS 2025 ATELIÊ SEMANAL 9X13 OFF WHITE,"300,0",30/08/2024,2024-35,8,2024,8-2024,Brochura,300
6685,15100-1,15100,1,EQ-4,,ATACADO,ENTREGA TOTAL,5833,AGENDA PLANNER ARGOLADO 2025 ATELIÊ SEMANAL A6 PRETO,"200,0",04/09/2024,2024-36,9,2024,9-2024,Argolados,300
6686,35091,35091,1,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P9,CADERNO CRIATIVO A5$A5$KRAFT,"2,0",22/08/2024,2024-34,8,2024,8-2024,Argolados,3
6687,35073,35073,3,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P24,CADERNO WIRE-O 17x24$17X24$KRAFT,"2,0",22/08/2024,2024-34,8,2024,8-2024,Wire-o Simples,2
6688,35178,35178,8,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P155,REVISTA$14X21$KRAFT,"2,0",22/08/2024,2024-34,8,2024,8-2024,Revistas(Individuais),"1,2"
6689,35072,35072,2,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P46,CICEROS$14X21$KRAFT,"2,0",22/08/2024,2024-34,8,2024,8-2024,Brochura,2
6690,35176,35176,6,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,"2,0",22/08/2024,2024-34,8,2024,8-2024,Revistas(Individuais),"1,2"
6691,35177,35177,7,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P128,PLANNER REVISTA PLANEJAMENTO$19X25$POLICROMIA,"2,0",22/08/2024,2024-34,8,2024,8-2024,Revistas(Individuais),"1,2"
6692,E45523PIN,E4552,N,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,"3,0",22/08/2024,2024-34,8,2024,8-2024,Brochura,3
6693,35179,35179,9,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,"2,0",22/08/2024,2024-34,8,2024,8-2024,Brochura,2
6694,15065-1,15065,1,EQ-1,,ATACADO,ENTREGA TOTAL,6175,AGENDA PLANNER CICEROS 2025 MELISSA DIÁRIA 14X21 FAVO DE ABELHAS,"250,0",26/08/2024,2024-35,8,2024,8-2024,Brochura,250
6695,15061-1,15061,1,EQ-1,,ATACADO,ENTREGA TOTAL,5901,AGENDA PLANNER ARGOLADO 2025 MELISSA SEMANAL NOTAS A5 CASINHA DAS ABELHAS,"450,0",30/08/2024,2024-35,8,2024,8-2024,Argolados,675
6696,15068-1,15068,1,EQ-1,,ATACADO,ENTREGA TOTAL,6489,AGENDA PLANNER WIRE-O 2025 ATELIÊ DIÁRIA A5 OFF WHITE,"350,0",02/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,700
6697,15069-1,15069,1,EQ-1,,ATACADO,ENTREGA TOTAL,6526,AGENDA PLANNER WIRE-O 2025 BOSSA NOVA DIÁRIA A5 BOEMIA,"200,0",04/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,400
6698,15093-1,15093,1,EQ-1,,ATACADO,ENTREGA TOTAL,6458,AGENDA PLANNER WIRE-O 2025 CLÁSSICA SEMANAL NOTAS C/ DIVISÓRIAS A5 VERDE OLIVA,"181,0",02/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,362
6699,15092-1,15092,1,EQ-1,,ATACADO,ENTREGA TOTAL,6434,AGENDA PLANNER WIRE-O 2025 CLÁSSICA SEMANAL NOTAS C/ DIVISÓRIAS A5 PRETA,"450,0",03/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,900
6700,15107-1,15107,1,EQ-1,,ATACADO,ENTREGA TOTAL,7387,PLANNER PERMANENTE CICEROS CADERNETA KRAFT 14X21 FLORES MINI,"150,0",12/09/2024,2024-37,9,2024,9-2024,Brochura,150
6701,14897-1,14897,1,EQ-1,,ATACADO,ENTREGA TOTAL,3334,CADERNETA CICEROS CLÁSSICA SEM PAUTA 14X21 VERDE OLIVA,"250,0",10/09/2024,2024-37,9,2024,9-2024,Brochura,250
6702,15106-1,15106,1,EQ-3,,ATACADO,ENTREGA TOTAL,7370,PLANNER PERMANENTE CICEROS CADERNETA MELISSA 14X21 CASA DAS ABELHAS ROSÊ,"200,0",30/08/2024,2024-35,8,2024,8-2024,Brochura,200
6703,15094-1,15094,1,EQ-3,,ATACADO,ENTREGA TOTAL,6571,AGENDA PLANNER WIRE-O 2025 MELISSA SEMANAL NOTAS C/ DIVISÓRIAS A5 CASA DAS ABELHAS LILÁS,"402,0",03/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,804
6704,15063-1,15063,1,EQ-3,,ATACADO,ENTREGA TOTAL,5994,AGENDA PLANNER CICEROS 2025 CLÁSSICA DIÁRIA 14X21 PRETA,"250,0",03/09/2024,2024-36,9,2024,9-2024,Brochura,250
6705,15064-1,15064,1,EQ-3,,ATACADO,ENTREGA TOTAL,6106,AGENDA PLANNER CICEROS 2025 ATELIÊ DIÁRIA 14X21 PRETO,"250,0",04/09/2024,2024-36,9,2024,9-2024,Brochura,250
6706,15108-1,15108,1,EQ-3,,ATACADO,ENTREGA TOTAL,6380,AGENDA PLANNER WIRE-O 2025 ASTRAL SEMANAL NOTAS C/ DIVISÓRIAS A5 ECLIPSE PRETO,"100,0",05/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,200
6707,15109-1,15109,1,EQ-3,,ATACADO,ENTREGA TOTAL,7523,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 AROMAS AZUL,"150,0",04/09/2024,2024-36,9,2024,9-2024,Wire-o sem fita,180
6708,15095-1,15095,1,EQ-4,,ATACADO,ENTREGA TOTAL,6618,AGENDA PLANNER WIRE-O 2025 BOSSA NOVA SEMANAL NOTAS C/ DIVISÓRIAS A5 PONTOS OFF WHITE,"150,0",06/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,300
6709,15096-1,15096,1,EQ-4,,ATACADO,ENTREGA TOTAL,6687,AGENDA PLANNER WIRE-O 2025 PÓLEN SEMANAL NOTAS C/ DIVISÓRIAS A5 AROMAS OFF WHITE,"180,0",06/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,360
6710,os,os,s,EQ-2,,ATACADO,ENTREGA TOTAL,7479,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL NOTAS A5 FLORES MAX,"200,0",09/09/2024,2024-37,9,2024,9-2024,Wire-o sem fita,240
6711,15079-1,15079,1,EQ-4,,ATACADO,ENTREGA TOTAL,6083,"AGENDA PLANNER CICEROS 2025 CLÁSSICA SEMANAL PLANEJAMENTO 17X19,5 PRETA","220,0",05/09/2024,2024-36,9,2024,9-2024,Brochura,220
6712,15080-1,15080,1,EQ-4,,ATACADO,ENTREGA TOTAL,6090,"AGENDA PLANNER CICEROS 2025 CLÁSSICA SEMANAL PLANEJAMENTO 17X19,5 CARAMELO","200,0",06/09/2024,2024-36,9,2024,9-2024,Brochura,200
6713,15081-1,15081,1,EQ-4,,ATACADO,ENTREGA TOTAL,6144,"AGENDA PLANNER CICEROS 2025 ATELIÊ SEMANAL PLANEJAMENTO 17X19,5 ROSA","260,0",09/09/2024,2024-37,9,2024,9-2024,Brochura,260
6714,15082-1,15082,1,EQ-11,,ATACADO,ENTREGA TOTAL,6298,"AGENDA PLANNER CICEROS 2025 BOSSA NOVA SEMANAL PLANEJAMENTO 17X19,5 BOEMIA","140,0",09/09/2024,2024-37,9,2024,9-2024,Brochura,140
6715,15066-1,15066,1,EQ-5,,ATACADO,ENTREGA TOTAL,6250,AGENDA PLANNER CICEROS 2025 BOSSA NOVA DIÁRIA 14X21 PONTOS AZUL,"250,0",29/08/2024,2024-35,8,2024,8-2024,Brochura,250
6716,15062-1,15062,1,EQ-5,,ATACADO,ENTREGA TOTAL,5956,AGENDA PLANNER CICEROS 2025 ASTRAL DIÁRIA 14X21 ECLIPSE CARAMELO,"250,0",30/08/2024,2024-35,8,2024,8-2024,Brochura,250
6717,15067-1,15067,1,EQ-5,,ATACADO,ENTREGA TOTAL,6304,AGENDA PLANNER CICEROS 2025 PÓLEN DIÁRIA 14X21 AROMAS OFF WHITE,"200,0",02/09/2024,2024-36,9,2024,9-2024,Brochura,200
6718,15067-2,15067,2,EQ-5,,SITE,ENTREGA TOTAL,6304,AGENDA PLANNER CICEROS 2025 PÓLEN DIÁRIA 14X21 AROMAS OFF WHITE,"25,0",02/09/2024,2024-36,9,2024,9-2024,Brochura,25
6719,15075-1,15075,1,EQ-5,,ATACADO,ENTREGA TOTAL,6052,AGENDA PLANNER CICEROS 2025 CLÁSSICA SEMANAL ANOTAÇÕES 14X21 CARAMELO,"300,0",02/09/2024,2024-36,9,2024,9-2024,Brochura,300
6720,15076-1,15076,1,EQ-5,,ATACADO,ENTREGA TOTAL,6168,AGENDA PLANNER CICEROS 2025 BOSSA NOVA SEMANAL ANOTAÇÕES 14X21 PONTOS AZUL,"200,0",04/09/2024,2024-36,9,2024,9-2024,Brochura,200
6721,15098-1,15098,1,EQ-3,,ATACADO,ENTREGA TOTAL,7493,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 VERMELHO QUENTE,"200,0",06/09/2024,2024-36,9,2024,9-2024,Wire-o sem fita,240
6722,15099-1,15099,1,EQ-3,,ATACADO,ENTREGA TOTAL,5819,AGENDA PLANNER ARGOLADO 2025 ASTRAL SEMANAL A6 MARÉ OFF WHITE,"200,0",05/09/2024,2024-36,9,2024,9-2024,Argolados,300
6723,15101-1,15101,1,EQ-3,,ATACADO,ENTREGA TOTAL,6236,AGENDA PLANNER CICEROS 2025 BOSSA NOVA SEMANAL ANOTAÇÕES 14X21 BOEMIA,"350,0",06/09/2024,2024-36,9,2024,9-2024,Brochura,350
6724,15085-1,15085,1,EQ-1,,ATACADO,ENTREGA TOTAL,6182,AGENDA PLANNER CICEROS 2025 MELISSA SEMANAL 9X13 CAMINHO DAS ABELHAS,"350,0",06/09/2024,2024-36,9,2024,9-2024,Brochura,350
6725,15070-1,15070,1,EQ-6,,ATACADO,ENTREGA TOTAL,6595,AGENDA PLANNER WIRE-O 2025 MELISSA DIÁRIA A5 COLMEIA,"350,0",06/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,700
6726,15102-1,15102,1,EQ-12,,ATACADO,ENTREGA TOTAL,6151,AGENDA PLANNER CICEROS 2025 KRAFT SEMANAL 14X21 FLORES MINI,"250,0",06/09/2024,2024-36,9,2024,9-2024,Brochura,250
6727,15105-1,15105,1,EQ-12,,ATACADO,ENTREGA TOTAL,7349,PLANNER PERMANENTE CICEROS CADERNETA ASTRAL 14X21 ECLIPSE CARAMELO,"300,0",06/09/2024,2024-36,9,2024,9-2024,Brochura,300
6728,15110-1,15110,1,EQ-13,,ATACADO,ENTREGA TOTAL,7509,PLANNER PERMANENTE WIRE-O BOSSA NOVA FINANCEIRO A5 PONTOS AZUL,"200,0",06/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,400
6729,15060-1,15060,1,EQ-7,,ATACADO,ENTREGA TOTAL,5826,AGENDA PLANNER ARGOLADO 2025 ASTRAL SEMANAL NOTAS A5 ECLIPSE CARAMELO,"300,0",10/09/2024,2024-37,9,2024,9-2024,Argolados,450
6730,15112-1,15112,1,EQ-7,,ATACADO,ENTREGA TOTAL,7431,PLANNER PERMANENTE REVISTA PLANEJAMENTO ATELIÊ MENSAL 19X25 PRETO,"100,0",05/09/2024,2024-36,9,2024,9-2024,Revistas(Individuais),60
6731,15111-1,15111,1,EQ-8,,ATACADO,ENTREGA TOTAL,7530,REFIL CADERNO CRIATIVO ARGOLADO 88 FLS PÓLEN 80G AGENDA PLANNER 2025 SEMANAL 17X24,"220,0",23/08/2024,2024-34,8,2024,8-2024,Refil,66
6732,15028-1,15028,1,EQ-8,,ATACADO,ENTREGA TOTAL,9031,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G PONTADO 17X24,"306,0",29/08/2024,2024-35,8,2024,8-2024,Refil,"91,8"
6733,15087-1,15087,1,EQ-8,,ATACADO,ENTREGA TOTAL,6557,"AGENDA PLANNER WIRE-O 2025 MELISSA DIÁRIA 11,5X16 CASINHA DAS ABELHAS","400,0",30/08/2024,2024-35,8,2024,8-2024,Wire-o com fita,800
6734,15090-1,15090,1,EQ-8,,ATACADO,ENTREGA TOTAL,6649,"AGENDA PLANNER WIRE-O 2025 MELISSA SEMANAL OFFICE 15,5X9 CASINHA DAS ABELHAS","300,0",30/08/2024,2024-35,8,2024,8-2024,Wire-o com fita,600
6735,14918-1,14918,1,EQ-8,,ATACADO,ENTREGA TOTAL,8606,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PONTADO A5,"205,0",19/08/2024,2024-34,8,2024,8-2024,Refil,"61,5"
6736,35050,35050,0,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,"2,0",23/08/2024,2024-34,8,2024,8-2024,Brochura,2
6737,14118-1,14118,1,EQ-8,,ATACADO,ENTREGA TOTAL,3602,CADERNETA KRAFT ORIGINAL PAUTADO 14X21 KRAFT,"500,0",27/08/2024,2024-35,8,2024,8-2024,Linha Kraft(Produtos em papelão),300
6738,15071-1,15071,1,EQ-TODOS,,PERSONALIZADO,ENTREGA TOTAL,P169,CARDAPIO COURO SINTETICO,"60,0",29/08/2024,2024-35,8,2024,8-2024,Outros,60
6739,15202-1,15202,1,EQ-6,,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,"100,0",03/09/2024,2024-36,9,2024,9-2024,Brochura,100
6740,15222-1,15222,1,EQ-3,,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,"60,0",11/09/2024,2024-37,9,2024,9-2024,Brochura,60
6741,14971-1,14971,1,EQ-7,,SITE,ENTREGA TOTAL,7493,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 VERMELHO QUENTE,"30,0",01/10/2024,2024-40,10,2024,10-2024,Wire-o sem fita,36
6742,14969-1,14969,1,EQ-7,,SITE,ENTREGA TOTAL,7479,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL NOTAS A5 FLORES MAX,"20,0",01/10/2024,2024-40,10,2024,10-2024,Wire-o sem fita,24
6743,14975-1,14975,1,EQ-9,,SITE,ENTREGA TOTAL,7523,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 AROMAS AZUL,"20,0",27/09/2024,2024-39,9,2024,9-2024,Wire-o sem fita,24
6744,14968-1,14968,1,EQ-7,,SITE,ENTREGA TOTAL,7462,PLANNER PERMANENTE WIRE-O ATELIÊ SEMANAL NOTAS A5 OFF WHITE,"20,0",01/10/2024,2024-40,10,2024,10-2024,Wire-o sem fita,24
6745,14966-1,14966,1,EQ-7,,SITE,ENTREGA TOTAL,7448,PLANNER PERMANENTE WIRE-O ASTRAL SEMANAL NOTAS A5 MARÉ OFF WHITE,"20,0",01/10/2024,2024-40,10,2024,10-2024,Wire-o sem fita,24
6746,14967-1,14967,1,EQ-7,,SITE,ENTREGA TOTAL,7455,PLANNER PERMANENTE WIRE-O ATELIÊ FINANCEIRO A5 ROSA,"20,0",01/10/2024,2024-40,10,2024,10-2024,Wire-o com fita,40
6747,14970-1,14970,1,EQ-7,,ATACADO,ENTREGA TOTAL,7486,PLANNER PERMANENTE WIRE-O KRAFT FINANCEIRO A5 LINHA E PONTO,"20,0",01/10/2024,2024-40,10,2024,10-2024,Wire-o com fita,40
6748,14960-1,14960,1,EQ-3,,ATACADO,ENTREGA TOTAL,548,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 COLMEIA,"200,0",27/09/2024,2024-39,9,2024,9-2024,Wire-o sem fita,240
6749,35154,35154,4,EQ-TODOS,,PROTOTIPO,ENTREGA TOTAL,p45,CICEROS$14x21$COURO SINTETICO,"2,0",13/09/2024,2024-37,9,2024,9-2024,Brochura,2
6750,15239-1,15239,1,EQ-7,,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,"400,0",13/09/2024,2024-37,9,2024,9-2024,Revistas(Individuais),240
6751,14854-1,14854,1,EQ-5,,ATACADO,ENTREGA TOTAL,6755,CADERNETA CICEROS ASTRAL PAUTADO 14X21 ECLIPSE PRETO,"150,0",11/09/2024,2024-37,9,2024,9-2024,Brochura,150
6752,14854-2,14854,2,EQ-5,,SITE,ENTREGA TOTAL,6755,CADERNETA CICEROS ASTRAL PAUTADO 14X21 ECLIPSE PRETO,"20,0",11/09/2024,2024-37,9,2024,9-2024,Brochura,20
6753,15128-1,15128,1,EQ-8,,ATACADO,ENTREGA TOTAL,5574,PLANNER PERMANENTE WIRE-O BOSSA NOVA SEMANAL NOTAS A5 BOEMIA,"300,0",10/09/2024,2024-37,9,2024,9-2024,Wire-o sem fita,360
6754,15224-1,15224,1,EQ-8,,ATACADO,ENTREGA TOTAL,2605,CADERNETA KRAFT SEM PAUTA 14X21,"600,0",11/09/2024,2024-37,9,2024,9-2024,Linha Kraft(Produtos em papelão),360
6755,15223-1,15223,1,EQ-8,,ATACADO,ENTREGA TOTAL,2568,CADERNO KRAFT ORIGINAL SEM PAUTA 20X20 KRAFT,"400,0",06/09/2024,2024-36,9,2024,9-2024,Linha Kraft(Produtos em papelão),240
6756,15221-1,15221,1,EQ-8,,ATACADO,ENTREGA TOTAL,2537,CADERNETA KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,"450,0",06/09/2024,2024-36,9,2024,9-2024,Linha Kraft(Produtos em papelão),270
6757,15225-1,15225,1,EQ-7,,ATACADO,ENTREGA TOTAL,3050,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 9X13 KFT,"250,0",06/09/2024,2024-36,9,2024,9-2024,Kit de revistas,375
6758,15220-1,15220,1,EQ-7,,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,"150,0",06/09/2024,2024-36,9,2024,9-2024,Kit de revistas,225
6759,14878-1,14878,1,EQ-6,,ATACADO,ENTREGA TOTAL,6878,CADERNETA CICEROS MELISSA PAUTADO 14X21 FAVO DE ABELHAS,"200,0",03/09/2024,2024-36,9,2024,9-2024,Brochura,200
6760,14878-2,14878,2,EQ-6,,SITE,ENTREGA TOTAL,6878,CADERNETA CICEROS MELISSA PAUTADO 14X21 FAVO DE ABELHAS,"20,0",03/09/2024,2024-36,9,2024,9-2024,Brochura,20
6761,14921-1,14921,1,EQ-5,,ATACADO,ENTREGA TOTAL,3358,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 VERDE OLIVA,"250,0",05/09/2024,2024-36,9,2024,9-2024,Argolados,375
6762,14921-2,14921,2,EQ-5,,SITE,ENTREGA TOTAL,3358,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 VERDE OLIVA,"50,0",05/09/2024,2024-36,9,2024,9-2024,Argolados,75
6763,14934-1,14934,1,EQ-3,,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,"700,0",12/09/2024,2024-37,9,2024,9-2024,Brochura,700
6764,14880-1,14880,1,EQ-3,,ATACADO,ENTREGA TOTAL,7776,CADERNETA CICEROS KEMILY PAUTADO 14X21 DESPERTE OFF WHITE,"150,0",12/09/2024,2024-37,9,2024,9-2024,Brochura,150
6765,14880-2,14880,2,EQ-3,,SITE,ENTREGA TOTAL,7776,CADERNETA CICEROS KEMILY PAUTADO 14X21 DESPERTE OFF WHITE,"20,0",12/09/2024,2024-37,9,2024,9-2024,Brochura,20
6766,14853-1,14853,1,EQ-3,,ATACADO,ENTREGA TOTAL,7783,CADERNETA CICEROS KEMILY MIOLO TRI 14X21 ORGANIZE VERDE,"150,0",10/09/2024,2024-37,9,2024,9-2024,Brochura,150
6767,14853-2,14853,2,EQ-3,,SITE,ENTREGA TOTAL,7783,CADERNETA CICEROS KEMILY MIOLO TRI 14X21 ORGANIZE VERDE,"20,0",10/09/2024,2024-37,9,2024,9-2024,Brochura,20
6768,14965-1,14965,1,EQ-1,,ATACADO,ENTREGA TOTAL,4119,PLANNER PERMANENTE WIRE-O MELISSA FINANCEIRO FAVO DE ABELHAS,"200,0",04/09/2024,2024-36,9,2024,9-2024,Wire-o com fita,400
6769,14915-1,14915,1,EQ-3,,ATACADO,ENTREGA TOTAL,6854,CADERNETA CICEROS MELISSA PONTADO 14X21 CASINHA DAS ABELHAS,"200,0",10/09/2024,2024-37,9,2024,9-2024,Brochura,200
