Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA
1,10050-1,10050,1,EQ-TODOS,,ATACADO,ENTREGA TOTAL,8132,"PLANNER PERMANENTE OFFICE MINERAIS SEMANAL 30X11,5 MARMORE CINZA","38,00",23/06/2023,2023-26,6,2023,6-2023,Wire-o Simples,38
2,10067-3,10067,3,EQ-6,,ATACADO,ENTREGA TOTAL,8606,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PONTADO A5,"900,00",23/12/2022,2022-52,12,2022,12-2022,Refil,270
3,10074-2,10074,2,,,AMAZON,ENTREGA TOTAL,3472,#N/A,"10,00",21/10/2022,2022-43,10,2022,10-2022,outros,10
4,10086-3,10086,3,,,SITE,ENTREGA TOTAL,8613,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G QUADRICULADO A5,"102,00",05/10/2022,2022-41,10,2022,10-2022,Refil,"30,6"
5,10100-3,10100,3,,,ATACADO,ENTREGA TOTAL,1858,CADERNETA CICEROS CLASSICA S PAUTA 14X21 VERMELHO/VERMELHO,"402,00",08/07/2022,2022-28,7,2022,7-2022,Brochura,402
6,10168-3,10168,3,,,ATACADO,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,"200,00",14/11/2022,2022-47,11,2022,11-2022,Revistas(Individuais),120
7,10168-4,10168,4,,,SITE,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,"51,00",23/01/2023,2023-05,1,2023,1-2023,Revistas(Individuais),"30,6"
8,10191-3,10191,3,,,ATACADO,ENTREGA TOTAL,3763,CADERNO KRAFT PONTADO - 21X28 KRAFT,"200,00",18/01/2023,2023-04,1,2023,1-2023,Linha Kraft(Produtos em papelão),120
9,10197-3,10197,3,,,ATACADO,ENTREGA TOTAL,2575,CADERNO KRAFT ORIGINAL SEM PAUTA 21X28 KRAFT,"350,00",20/10/2022,2022-43,10,2022,10-2022,Linha Kraft(Produtos em papelão),210
10,10220-4,10220,4,,,ATACADO,ENTREGA TOTAL,6726,CADERNETA CICEROS CLÁSSICA PASTEL PONTADO 14X21 AZUL,"150,00",26/10/2022,2022-44,10,2022,10-2022,Brochura,150
11,10258-4,10258,4,EQ-6,,ATACADO,ENTREGA TOTAL,9093,REFIL CADERNO CRIATIVO ARGOLADO 40FLS POLEN 80G SEM PAUTA 17X24,"113,00",11/11/2022,2022-46,11,2022,11-2022,Refil,"33,9"
12,10284-3,10284,3,EQ-2,,ATACADO,ENTREGA TOTAL,1834,CADERNETA CICEROS CLASSICA SEM PAUTA 14X21 PRETO/VERMELHO,"200,00",13/12/2022,2022-51,12,2022,12-2022,Brochura,200
13,10316-3,10316,3,,,ATACADO,ENTREGA TOTAL,9031,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G PONTADO 17X24,"432,00",16/09/2022,2022-38,9,2022,9-2022,Refil,"129,6"
14,10316-4,10316,4,EQ-6,,AMAZON,ENTREGA TOTAL,9031,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G PONTADO 17X24,"320,00",13/01/2023,2023-03,1,2023,1-2023,Refil,96
15,10347-2,10347,2,EQ-5,,AMAZON,ENTREGA TOTAL,7883,#N/A,"152,00",05/01/2023,2023-02,1,2023,1-2023,outros,152
16,10358-4,10358,4,,,ATACADO,ENTREGA TOTAL,3602,CADERNETA KRAFT ORIGINAL PAUTADO 14X21 KRAFT,"600,00",07/12/2022,2022-50,12,2022,12-2022,Linha Kraft(Produtos em papelão),360
17,10380-2,10380,2,,,ATACADO,ENTREGA TOTAL,8491,#N/A,"26,00",31/10/2022,2022-45,10,2022,10-2022,outros,26
18,10386-4,10386,4,,,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,"350,00",01/11/2022,2022-45,11,2022,11-2022,Brochura,350
19,10388-4,10388,4,,,ATACADO,ENTREGA TOTAL,1407,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 PRETO/PRETO,"400,00",04/10/2022,2022-41,10,2022,10-2022,Brochura,400
20,10389-3,10389,3,,,ATACADO,ENTREGA TOTAL,1544,CADERNETA CICEROS CLASSICA PAUTADO 14X21 PRETO/VERMELHO,"550,00",15/11/2022,2022-47,11,2022,11-2022,Brochura,550
21,10390-4,10390,4,,,ATACADO,ENTREGA TOTAL,8638,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 AZUL PASTEL,"500,00",27/10/2022,2022-44,10,2022,10-2022,Brochura,500
22,10396-3,10396,3,EQ-3,,ATACADO,ENTREGA TOTAL,8385,#N/A,"300,00",22/12/2022,2022-52,12,2022,12-2022,outros,300
23,10396-4,10396,4,EQ-5,,AMAZON,ENTREGA TOTAL,8385,#N/A,"70,00",04/01/2023,2023-02,1,2023,1-2023,outros,70
24,10399-3,10399,3,EQ-6,,ATACADO,ENTREGA TOTAL,3763,CADERNO KRAFT PONTADO - 21X28 KRAFT,"400,00",30/01/2023,2023-06,1,2023,1-2023,Linha Kraft(Produtos em papelão),240
25,10418-4,10418,4,,,SITE,ENTREGA TOTAL,6732,#N/A,"30,00",14/11/2022,2022-47,11,2022,11-2022,outros,30
26,10441-3,10441,3,,,ATACADO,ENTREGA TOTAL,2568,CADERNO KRAFT ORIGINAL SEM PAUTA 20X20 KRAFT,"504,00",16/09/2022,2022-38,9,2022,9-2022,Linha Kraft(Produtos em papelão),"302,4"
27,10443-3,10443,3,,,ATACADO,ENTREGA TOTAL,3725,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 KRAFT,"800,00",29/09/2022,2022-40,9,2022,9-2022,Kit de revistas,1200
28,10448-4,10448,4,,,ATACADO,ENTREGA TOTAL,6770,#N/A,"408,00",27/10/2022,2022-44,10,2022,10-2022,outros,408
29,10452-2,10452,2,,,AMAZON,ENTREGA TOTAL,7852,#N/A,"69,00",16/08/2022,2022-34,8,2022,8-2022,outros,69
30,10466-4,10466,4,EQ-8,,ATACADO,ENTREGA TOTAL,8859,#N/A,"500,00",29/12/2022,2022-53,12,2022,12-2022,outros,500
31,10467-3,10467,3,,,ATACADO,ENTREGA TOTAL,8866,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 CAFÉ,"400,00",21/10/2022,2022-43,10,2022,10-2022,Wire-o sem fita,480
32,10484-3,10484,3,,,ATACADO,ENTREGA TOTAL,9092,CADERNO ESPIRAL PROJETOS PASTEL BLOCK 17X24,"150,00",28/10/2022,2022-44,10,2022,10-2022,Wire-o Simples,150
33,10502-3,10502,3,EQ-5,,AMAZON,ENTREGA TOTAL,7890,PLANNER PERMANENTE WIRE-O ASTRAL SEMANAL NOTAS A5 BOREAL,"64,00",05/01/2023,2023-02,1,2023,1-2023,Wire-o sem fita,"76,8"
34,10506-2,10506,2,,,ATACADO,ENTREGA TOTAL,8194,#N/A,"100,00",28/10/2022,2022-44,10,2022,10-2022,outros,100
35,10511-2,10511,2,EQ-6,,ATACADO,ENTREGA TOTAL,2605,CADERNETA KRAFT SEM PAUTA 14X21,"549,00",25/01/2023,2023-05,1,2023,1-2023,Linha Kraft(Produtos em papelão),"329,4"
36,10514-3,10514,3,EQ-7,,AMAZON,ENTREGA TOTAL,8101,"PLANNER PERMANENTE OFFICE ORLA SEMANAL 30X11,5 ARPOADOR DIAGONAL","114,00",06/01/2023,2023-02,1,2023,1-2023,Wire-o Simples,114
37,10523-3,10523,3,,,SITE,ENTREGA TOTAL,3588,#N/A,"60,00",14/11/2022,2022-47,11,2022,11-2022,outros,60
38,10527-3,10527,3,,,SITE,ENTREGA TOTAL,3595,#N/A,"60,00",14/11/2022,2022-47,11,2022,11-2022,outros,60
39,10538-3,10538,3,,,ATACADO,ENTREGA TOTAL,8613,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G QUADRICULADO A5,"602,00",12/09/2022,2022-38,9,2022,9-2022,Refil,"180,6"
40,10558-3,10558,3,,,ATACADO,ENTREGA TOTAL,563,CADERNETA CICEROS KRAFT PAUTADO 14X21 KRAFT,"250,00",27/10/2022,2022-44,10,2022,10-2022,Brochura,250
41,10567-4,10567,4,EQ-2,,AMAZON,ENTREGA TOTAL,1538,CADERNO CRIATIVO ARGOLADO MINERAIS PAUTADO 17X24 MARMORE BRANCO,"100,00",06/01/2023,2023-02,1,2023,1-2023,Argolados,150
42,10569-1,10569,1,,,AMAZON,ENTREGA TOTAL,7944,#N/A,"63,00",19/07/2022,2022-30,7,2022,7-2022,outros,63
43,10571-3,10571,3,,,SITE,ENTREGA TOTAL,3206,CICEROS FLEX SEM PAUTA 14X21 PRETO / PRETO,"40,00",19/10/2022,2022-43,10,2022,10-2022,Brochura,40
44,10571-4,10571,4,,,ATACADO,ENTREGA TOTAL,3206,CICEROS FLEX SEM PAUTA 14X21 PRETO / PRETO,"400,00",10/11/2022,2022-46,11,2022,11-2022,Brochura,400
45,10574-3,10574,3,,,SITE,ENTREGA TOTAL,9000,#N/A,"30,00",14/11/2022,2022-47,11,2022,11-2022,outros,30
46,10590-2,10590,2,EQ-5,,AMAZON,ENTREGA TOTAL,7906,#N/A,"46,00",09/01/2023,2023-03,1,2023,1-2023,outros,46
47,10596-4,10596,4,EQ-7,,AMAZON,ENTREGA TOTAL,8118,#N/A,"30,00",06/01/2023,2023-02,1,2023,1-2023,outros,30
48,10620-2,10620,2,,,AMAZON,ENTREGA TOTAL,3359,#N/A,"152,00",16/08/2022,2022-34,8,2022,8-2022,outros,152
49,10634-3,10634,3,,,ATACADO,ENTREGA TOTAL,9092,CADERNO ESPIRAL PROJETOS PASTEL BLOCK 17X24,"50,00",01/07/2022,2022-27,7,2022,7-2022,Wire-o Simples,50
50,10634-4,10634,4,,,ATACADO,ENTREGA TOTAL,9092,CADERNO ESPIRAL PROJETOS PASTEL BLOCK 17X24,"193,00",08/07/2022,2022-28,7,2022,7-2022,Wire-o Simples,193
51,10635-4,10635,4,,,ATACADO,ENTREGA TOTAL,9528,#N/A,"400,00",11/11/2022,2022-46,11,2022,11-2022,outros,400
52,10640-2,10640,2,,,ATACADO,ENTREGA TOTAL,9009,#N/A,"150,00",23/12/2022,2022-52,12,2022,12-2022,outros,150
53,10641-2,10641,2,,,ATACADO,ENTREGA TOTAL,9030,#N/A,"156,00",12/12/2022,2022-51,12,2022,12-2022,outros,156
54,10643-3,10643,3,,,ATACADO,ENTREGA TOTAL,9085,CADERNO ESPIRAL PROJETOS CLÁSSICA 17X24 PRETO,"100,00",20/10/2022,2022-43,10,2022,10-2022,Wire-o Simples,100
55,10648-3,10648,3,,,ATACADO,ENTREGA TOTAL,8897,CADERNO CRIATIVO ARGOLADO OFFICE DUO JARDIM PAUTADO & PONTADO A5 XADREZ EM LINHAS,"300,00",20/10/2022,2022-43,10,2022,10-2022,Argolados,450
56,10654-2,10654,2,,,AMAZON,ENTREGA TOTAL,7852,#N/A,"68,00",28/07/2022,2022-31,7,2022,7-2022,outros,68
57,10655-2,10655,2,EQ-1,,AMAZON,ENTREGA TOTAL,8347,#N/A,"10,00",05/01/2023,2023-02,1,2023,1-2023,outros,10
58,10662-3,10662,3,EQ-8,,AMAZON,ENTREGA TOTAL,8934,#N/A,"15,00",04/01/2023,2023-02,1,2023,1-2023,outros,15
59,10663-3,10663,3,EQ-2,,ATACADO,ENTREGA TOTAL,9016,#N/A,"250,00",19/12/2022,2022-52,12,2022,12-2022,outros,250
60,10663-4,10663,4,EQ-4,,SITE,ENTREGA TOTAL,9016,#N/A,"80,00",19/01/2023,2023-04,1,2023,1-2023,outros,80
61,10681-3,10681,3,,,SITE,ENTREGA TOTAL,3014,CADERNETA CICEROS LEVE CLASSICA SEM PAUTA 14X21 PRETO,"150,00",19/10/2022,2022-43,10,2022,10-2022,Brochura,150
62,10681-4,10681,4,,,ATACADO,ENTREGA TOTAL,3014,CADERNETA CICEROS LEVE CLASSICA SEM PAUTA 14X21 PRETO,"100,00",26/10/2022,2022-44,10,2022,10-2022,Brochura,100
63,10682-2,10682,2,,,ATACADO,ENTREGA TOTAL,8699,#N/A,"200,00",16/11/2022,2022-47,11,2022,11-2022,outros,200
64,10683-3,10683,3,,,ATACADO,ENTREGA TOTAL,2537,CADERNETA KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,"350,00",27/10/2022,2022-44,10,2022,10-2022,Linha Kraft(Produtos em papelão),210
65,10699-2,10699,2,,,ATACADO,ENTREGA TOTAL,1520,CADERNETA CICEROS CLASSICA PAUTADO 14X21 VERMELHO/VERMELHO,"1.000,00",08/07/2022,2022-28,7,2022,7-2022,Brochura,1000
66,10699-3,10699,3,,,ATACADO,ENTREGA TOTAL,1520,CADERNETA CICEROS CLASSICA PAUTADO 14X21 VERMELHO/VERMELHO,"167,00",13/10/2022,2022-42,10,2022,10-2022,Brochura,167
67,10700-2,10700,2,,,SITE,ENTREGA TOTAL,3540,#N/A,"30,00",14/11/2022,2022-47,11,2022,11-2022,outros,30
68,10701-2,10701,2,,,SITE,ENTREGA TOTAL,3571,#N/A,"30,00",15/07/2022,2022-29,7,2022,7-2022,outros,30
69,10701-3,10701,3,EQ-1,,ATACADO,ENTREGA TOTAL,3571,#N/A,"2,00",15/12/2022,2022-51,12,2022,12-2022,outros,2
70,10704-2,10704,2,EQ-2,,AMAZON,ENTREGA TOTAL,3366,#N/A,"100,00",06/01/2023,2023-02,1,2023,1-2023,outros,100
71,10714-2,10714,2,EQ-4,,ATACADO,ENTREGA TOTAL,8621,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 ROSA PASTEL,"300,00",21/12/2022,2022-52,12,2022,12-2022,Brochura,300
72,10715-2,10715,2,EQ-1,,ATACADO,ENTREGA TOTAL,6719,CADERNETA CICEROS CLÁSSICA PASTEL PONTADO 14X21 ROSA,"250,00",22/12/2022,2022-52,12,2022,12-2022,Brochura,250
73,10716-2,10716,2,,,ATACADO,ENTREGA TOTAL,501,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 AZUL,"500,00",30/08/2022,2022-36,8,2022,8-2022,Wire-o sem fita,600
74,10716-4,10716,4,,,ATACADO,ENTREGA TOTAL,501,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 AZUL,"1.000,00",18/11/2022,2022-47,11,2022,11-2022,Wire-o sem fita,1200
75,10721-3,10721,3,,,AMAZON,ENTREGA TOTAL,9024,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G PAUTADO 17X24,"199,00",16/09/2022,2022-38,9,2022,9-2022,Refil,"59,7"
76,10722-3,10722,3,,,ATACADO,ENTREGA TOTAL,8590,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PAUTADO A5,"1.048,00",30/08/2022,2022-36,8,2022,8-2022,Refil,"314,4"
77,10722-4,10722,4,,,SITE,ENTREGA TOTAL,8590,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PAUTADO A5,"15,00",16/09/2022,2022-38,9,2022,9-2022,Refil,"4,5"
78,10723-2,10723,2,,,ATACADO,ENTREGA TOTAL,9079,REFIL CADERNO CRIATIVO ARGOLADO 40FLS POLEN 80G PONTADO 17X24,"650,00",31/08/2022,2022-36,8,2022,8-2022,Refil,195
79,10727-2,10727,2,,,SITE,ENTREGA TOTAL,9062,REFIL CADERNO CRIATIVO ARGOLADO 40FLS POLEN 80G PAUTADO 17X24,"200,00",26/08/2022,2022-35,8,2022,8-2022,Refil,60
80,10729-2,10729,2,,,SITE,ENTREGA TOTAL,8835,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 CAFÉ,"200,00",20/10/2022,2022-43,10,2022,10-2022,Argolados,300
81,10729-3,10729,3,,,ATACADO,ENTREGA TOTAL,8835,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 CAFÉ,"700,00",10/11/2022,2022-46,11,2022,11-2022,Argolados,1050
82,10734-2,10734,2,,,SITE,ENTREGA TOTAL,3220,CICEROS FLEX PAUTADO 14X21 PRETO / PRETO,"60,00",19/10/2022,2022-43,10,2022,10-2022,Brochura,60
83,10734-3,10734,3,,,ATACADO,ENTREGA TOTAL,3220,CICEROS FLEX PAUTADO 14X21 PRETO / PRETO,"200,00",28/10/2022,2022-44,10,2022,10-2022,Brochura,200
84,10734-4,10734,4,EQ-5,,SITE,ENTREGA TOTAL,3220,CICEROS FLEX PAUTADO 14X21 PRETO / PRETO,"30,00",17/01/2023,2023-04,1,2023,1-2023,Brochura,30
85,10741-2,10741,2,,,ATACADO,ENTREGA TOTAL,518,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL A5 KRAFT,"1.000,00",23/12/2022,2022-52,12,2022,12-2022,Wire-o sem fita,1200
86,10741-3,10741,3,EQ-1,,ATACADO,ENTREGA TOTAL,518,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL A5 KRAFT,"300,00",11/01/2023,2023-03,1,2023,1-2023,Wire-o sem fita,360
87,10741-4,10741,4,EQ-5,,AMAZON,ENTREGA TOTAL,518,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL A5 KRAFT,"250,00",06/01/2023,2023-02,1,2023,1-2023,Wire-o sem fita,300
88,10745-2,10745,2,EQ-4,,ATACADO,ENTREGA TOTAL,8842,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 CAFÉ,"200,00",16/11/2022,2022-47,11,2022,11-2022,Brochura,200
89,10763-3,10763,3,,,ATACADO,ENTREGA TOTAL,495,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 ROSA,"450,00",27/10/2022,2022-44,10,2022,10-2022,Wire-o sem fita,540
90,10764-1,10764,1,,,ATACADO,ENTREGA TOTAL,8866,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 CAFÉ,"400,00",18/08/2022,2022-34,8,2022,8-2022,Wire-o sem fita,480
91,10764-2,10764,2,EQ-4,,SITE,ENTREGA TOTAL,8866,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 CAFÉ,"100,00",19/01/2023,2023-04,1,2023,1-2023,Wire-o sem fita,120
92,10766-1,10766,1,,,ATACADO,ENTREGA TOTAL,8973,PLANNER PERMANENTE WIRE-O CLASSICA SEMANAL A5 PRETO,"200,00",29/07/2022,2022-31,7,2022,7-2022,Wire-o sem fita,240
93,10766-2,10766,2,EQ-1,,ATACADO,ENTREGA TOTAL,8973,PLANNER PERMANENTE WIRE-O CLASSICA SEMANAL A5 PRETO,"200,00",05/01/2023,2023-02,1,2023,1-2023,Wire-o sem fita,240
94,10772-3,10772,3,,,ATACADO,ENTREGA TOTAL,9764,#N/A,"60,00",07/07/2022,2022-28,7,2022,7-2022,outros,60
95,10773-3,10773,3,,,ATACADO,ENTREGA TOTAL,9771,#N/A,"50,00",08/07/2022,2022-28,7,2022,7-2022,outros,50
96,10774-3,10774,3,,,ATACADO,ENTREGA TOTAL,9788,#N/A,"70,00",07/07/2022,2022-28,7,2022,7-2022,outros,70
97,10775-3,10775,3,,,AMAZON,ENTREGA TOTAL,9795,#N/A,"20,00",17/08/2022,2022-34,8,2022,8-2022,outros,20
98,10804-1,10804,1,,,SITE,ENTREGA TOTAL,1667,CADERNETA CICEROS CLASSICA S PAUTA 9X13 VERMELHO/VERMELHO,"1.000,00",01/07/2022,2022-27,7,2022,7-2022,Brochura,1000
99,10804-2,10804,2,,,ATACADO,ENTREGA TOTAL,1667,CADERNETA CICEROS CLASSICA S PAUTA 9X13 VERMELHO/VERMELHO,"1.000,00",08/07/2022,2022-28,7,2022,7-2022,Brochura,1000
100,10804-3,10804,3,,,ATACADO,ENTREGA TOTAL,1667,CADERNETA CICEROS CLASSICA S PAUTA 9X13 VERMELHO/VERMELHO,"150,00",21/10/2022,2022-43,10,2022,10-2022,Brochura,150
101,10805-1,10805,1,,,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,"150,00",01/07/2022,2022-27,7,2022,7-2022,Revistas(Individuais),90
102,10807-1,10807,1,,,ATACADO,ENTREGA TOTAL,180,#N/A,"650,00",14/07/2022,2022-29,7,2022,7-2022,outros,650
103,10807-1,10807,1,,,AMAZON,ENTREGA TOTAL,180,#N/A,"150,00",14/07/2022,2022-29,7,2022,7-2022,outros,150
104,10807-1,10807,1,,,SITE,ENTREGA TOTAL,180,#N/A,"150,00",14/07/2022,2022-29,7,2022,7-2022,outros,150
105,10808-1,10808,1,,,ATACADO,ENTREGA TOTAL,197,#N/A,"350,00",14/07/2022,2022-29,7,2022,7-2022,outros,350
106,10808-1,10808,1,,,AMAZON,ENTREGA TOTAL,197,#N/A,"25,00",14/07/2022,2022-29,7,2022,7-2022,outros,25
107,10808-1,10808,1,,,SITE,ENTREGA TOTAL,197,#N/A,"150,00",14/07/2022,2022-29,7,2022,7-2022,outros,150
108,10813-1,10813,1,,,ATACADO,ENTREGA TOTAL,265,#N/A,"50,00",16/09/2022,2022-38,9,2022,9-2022,outros,50
109,10813-1,10813,1,,,ATACADO,ENTREGA TOTAL,265,#N/A,"300,00",09/08/2022,2022-33,8,2022,8-2022,outros,300
110,10813-1,10813,1,,,SITE,ENTREGA TOTAL,265,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
111,10813-1,10813,1,,,ATACADO,ENTREGA TOTAL,265,#N/A,"100,00",30/07/2022,2022-31,7,2022,7-2022,outros,100
112,10813-2,10813,2,,,SITE,ENTREGA TOTAL,265,#N/A,"120,00",16/09/2022,2022-38,9,2022,9-2022,outros,120
113,10813-3,10813,3,,,AMAZON,ENTREGA TOTAL,265,#N/A,"25,00",16/09/2022,2022-38,9,2022,9-2022,outros,25
114,10821-1,10821,1,,,ATACADO,ENTREGA TOTAL,838,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 CARAMELO,"500,00",25/07/2022,2022-31,7,2022,7-2022,Brochura,500
115,10821-1,10821,1,,,SITE,ENTREGA TOTAL,838,CADERNETA CICEROS CLÁSSICA PAUTADO 14X21 CARAMELO,"75,00",25/07/2022,2022-31,7,2022,7-2022,Brochura,75
116,10821-2,10821,2,,,ATACADO,ENTREGA TOTAL,9024,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G PAUTADO 17X24,"2.300,00",20/09/2022,2022-39,9,2022,9-2022,Refil,690
117,10822-1,10822,1,,,PERSONALIZADO,ENTREGA TOTAL,P128,PLANNER REVISTA PLANEJAMENTO$19X25$POLICROMIA,"150,00",05/07/2022,2022-28,7,2022,7-2022,Revistas(Individuais),90
118,10825-1,10825,1,,,ATACADO,ENTREGA TOTAL,9924,#N/A,"450,00",06/07/2022,2022-28,7,2022,7-2022,outros,450
119,10825-1,10825,1,,,AMAZON,ENTREGA TOTAL,9924,#N/A,"65,00",06/07/2022,2022-28,7,2022,7-2022,outros,65
120,10825-1,10825,1,,,SITE,ENTREGA TOTAL,9924,#N/A,"150,00",06/07/2022,2022-28,7,2022,7-2022,outros,150
121,10828-1,10828,1,,,ATACADO,ENTREGA TOTAL,9863,#N/A,"600,00",08/08/2022,2022-33,8,2022,8-2022,outros,600
122,10828-1,10828,1,,,AMAZON,ENTREGA TOTAL,9863,#N/A,"125,00",08/08/2022,2022-33,8,2022,8-2022,outros,125
123,10828-1,10828,1,,,SITE,ENTREGA TOTAL,9863,#N/A,"150,00",08/08/2022,2022-33,8,2022,8-2022,outros,150
124,10829-1,10829,1,,,ATACADO,ENTREGA TOTAL,9870,#N/A,"500,00",29/07/2022,2022-31,7,2022,7-2022,outros,500
125,10829-1,10829,1,,,AMAZON,ENTREGA TOTAL,9870,#N/A,"150,00",29/07/2022,2022-31,7,2022,7-2022,outros,150
126,10829-1,10829,1,,,SITE,ENTREGA TOTAL,9870,#N/A,"250,00",29/07/2022,2022-31,7,2022,7-2022,outros,250
127,10830-1,10830,1,,,ATACADO,ENTREGA TOTAL,9887,#N/A,"500,00",10/08/2022,2022-33,8,2022,8-2022,outros,500
128,10830-1,10830,1,,,AMAZON,ENTREGA TOTAL,9887,#N/A,"150,00",10/08/2022,2022-33,8,2022,8-2022,outros,150
129,10830-1,10830,1,,,SITE,ENTREGA TOTAL,9887,#N/A,"225,00",10/08/2022,2022-33,8,2022,8-2022,outros,225
130,10831-1,10831,1,,,ATACADO,ENTREGA TOTAL,9894,#N/A,"500,00",12/07/2022,2022-29,7,2022,7-2022,outros,500
131,10831-1,10831,1,,,AMAZON,ENTREGA TOTAL,9894,#N/A,"75,00",12/07/2022,2022-29,7,2022,7-2022,outros,75
132,10831-1,10831,1,,,SITE,ENTREGA TOTAL,9894,#N/A,"200,00",12/07/2022,2022-29,7,2022,7-2022,outros,200
133,10832-1,10832,1,,,ATACADO,ENTREGA TOTAL,9900,#N/A,"350,00",11/07/2022,2022-29,7,2022,7-2022,outros,350
134,10832-1,10832,1,,,AMAZON,ENTREGA TOTAL,9900,#N/A,"150,00",08/07/2022,2022-28,7,2022,7-2022,outros,150
135,10832-1,10832,1,,,SITE,ENTREGA TOTAL,9900,#N/A,"200,00",08/07/2022,2022-28,7,2022,7-2022,outros,200
136,10833-1,10833,1,,,ATACADO,ENTREGA TOTAL,9917,#N/A,"700,00",14/07/2022,2022-29,7,2022,7-2022,outros,700
137,10833-1,10833,1,,,AMAZON,ENTREGA TOTAL,9917,#N/A,"75,00",14/07/2022,2022-29,7,2022,7-2022,outros,75
138,10833-1,10833,1,,,SITE,ENTREGA TOTAL,9917,#N/A,"175,00",14/07/2022,2022-29,7,2022,7-2022,outros,175
139,10834-1,10834,1,,,ATACADO,ENTREGA TOTAL,9931,#N/A,"350,00",22/07/2022,2022-30,7,2022,7-2022,outros,350
140,10834-1,10834,1,,,AMAZON,ENTREGA TOTAL,9931,#N/A,"150,00",22/07/2022,2022-30,7,2022,7-2022,outros,150
141,10834-1,10834,1,,,SITE,ENTREGA TOTAL,9931,#N/A,"150,00",22/07/2022,2022-30,7,2022,7-2022,outros,150
142,10836-1,10836,1,,,ATACADO,ENTREGA TOTAL,9856,#N/A,"750,00",18/07/2022,2022-30,7,2022,7-2022,outros,750
143,10836-1,10836,1,,,ATACADO,ENTREGA TOTAL,9856,#N/A,"150,00",18/07/2022,2022-30,7,2022,7-2022,outros,150
144,10836-1,10836,1,,,SITE,ENTREGA TOTAL,9856,#N/A,"325,00",18/07/2022,2022-30,7,2022,7-2022,outros,325
145,10837-1,10837,1,,,ATACADO,ENTREGA TOTAL,9955,#N/A,"750,00",15/07/2022,2022-29,7,2022,7-2022,outros,750
146,10837-1,10837,1,,,AMAZON,ENTREGA TOTAL,9955,#N/A,"100,00",15/07/2022,2022-29,7,2022,7-2022,outros,100
147,10837-1,10837,1,,,SITE,ENTREGA TOTAL,9955,#N/A,"175,00",15/07/2022,2022-29,7,2022,7-2022,outros,175
148,10838-1,10838,1,,,ATACADO,ENTREGA TOTAL,9962,#N/A,"650,00",08/08/2022,2022-33,8,2022,8-2022,outros,650
149,10838-2,10838,2,,,AMAZON,ENTREGA TOTAL,9962,#N/A,"150,00",08/08/2022,2022-33,8,2022,8-2022,outros,150
150,10838-3,10838,3,,,SITE,ENTREGA TOTAL,9962,#N/A,"200,00",08/08/2022,2022-33,8,2022,8-2022,outros,200
